Soil Moisture,Temperature,Soil Humidity,Time,Air temperature (C),Wind speed (Km/h),Air humidity (%),Wind gust (Km/h),Pressure (KPa),ph,rainfall,N,P,K,Watering Required,Risk of Disease,Soil Acidity,Acidity status,Soil Fertility,Optimal Growth Conditions,Evapotranspiration Rate,Irrigation Scheduling
11,12,53,87,18.94,6.29,21.5,13.66,101.41,6.128167757,97.45373619,8,37,33,69.05925276,33.397,1.091217432,acidic,67.08971743,36.442,2.066,28.26387914
9,44,70,53,18.89,6.27,21.66,14.29,101.41,4.934964765,91.54560427,39,16,27,88.19287915,44.571,2.379066585,acidic,73.55447534,33.574,18.01,49.03631872
21,18,26,49,18.83,6.54,21.8,14.29,101.4,5.445008416,95.8946444,40,24,25,62.28107112,37.722,1.91979733,acidic,80.51150589,47.632,5.076,37.73160668
57,7,32,81,18.76,6.8,21.94,14.29,101.4,4.525722333,93.17221967,19,38,26,21.28355607,78.88,2.806670527,acidic,72.26800563,54.692,-0.362,-13.4516659
52,36,55,71,18.71,6.63,22.01,14,101.4,5.403908328,100.7720705,21,21,30,39.2425859,76.969,1.864876421,acidic,62.78273583,63.282,14.049,-5.73162115
89,28,65,60,18.66,6.46,22.08,13.71,101.4,6.621623545,93.92375879,22,18,33,-0.408751758,104.058,0.62686712,neutral,64.33513648,89.872,9.96,-35.17712764
1,22,58,5,18.54,6.38,22.4,12.76,101.4,6.207495815,91.88766069,31,20,30,84.90246786,20.434,1.095356395,acidic,72.44524707,42.144,6.832,80.93370179
77,13,49,109,18.41,6.31,22.72,11.82,101.4,5.418475257,91.10190759,18,26,31,4.463618482,93.203,1.852972852,acidic,65.09293268,71.414,2.208,-46.83057228
85,19,42,35,18.38,6.38,22.55,13.41,101.4,6.112305667,67.12534492,24,130,195,4.309931016,95.384,1.164953205,acidic,296.378614,81.264,5.287,-10.63760348
38,32,28,73,18.34,6.44,22.38,15,101.41,6.092241627,68.38135469,13,144,204,57.60972906,61.672,1.129422639,acidic,305.1645691,60.616,11.862,16.98559359
9,0,21,24,18.31,6.43,21.84,14.36,101.41,5.896343436,68.73932528,22,123,205,70.70013494,41.439,1.361678247,acidic,295.9274404,23.686,-3.98,70.37820242
10,0,43,94,18.28,6.42,21.31,13.71,101.41,6.15526103,66.83872293,36,125,196,70.23925541,41.816,1.158110772,acidic,304.7086827,23.764,-3.825,34.94838312
27,17,57,105,18.24,6.24,20.76,14.5,101.41,5.732453638,65.34440794,24,131,196,62.20311841,43.092,1.545060011,acidic,297.8127175,48.86,4.768,12.89667762
31,5,41,31,18.21,6.07,20.21,15.29,101.41,6.253034534,70.39906054,2,123,198,51.35718789,55.861,0.768671917,acidic,270.5771242,38.454,-1.135,44.38028184
24,17,70,25,18.19,6.36,19.92,15.92,101.41,6.106190557,66.76285469,35,140,197,65.17142906,39.468,1.215188119,acidic,317.9743334,46.664,5.068,55.47114359
6,33,64,48,18.16,6.65,19.62,16.55,101.41,5.647202395,69.63122027,11,122,195,90.68775595,30.765,1.545689281,acidic,275.8530417,41.366,13.274,61.11063392
67,29,23,45,18.15,6.76,19.27,16.12,101.41,6.130310493,66.77844567,6,123,203,28.36331087,82.038,0.998763292,acidic,278.4912173,75.564,11.423,2.466466299
46,44,37,45,18.14,6.86,18.93,15.69,101.41,6.499604931,73.88467027,17,134,204,55.54406595,74.728,0.741688384,acidic,300.4497235,49.772,19.065,21.33459892
3,25,48,83,18.14,7.28,18.7,15.34,101.4,5.554831977,74.91506217,25,130,197,88.90698757,20.304,1.725488678,acidic,298.5883824,43.004,9.802,45.02548135
12,35,29,48,18.13,7.71,18.47,15,101.4,5.800242694,66.02765219,27,145,205,86.75346956,35.873,1.494713369,acidic,320.6601699,41.234,15.043,56.19170434
73,21,26,61,18.03,7.5,18.54,15.19,101.4,5.570290539,68.06417307,9,122,201,18.32516539,79.79,1.599503532,acidic,278.5992034,73.832,7.938,-11.91925192
74,32,47,25,17.93,7.29,18.62,15.38,101.4,6.27564088,65.84748763,16,139,203,23.24450247,89.717,0.963744788,acidic,302.9929486,75.438,13.33,5.745753711
72,37,69,1,17.84,7.34,18.75,17.6,101.4,5.536645599,67.235765,32,141,204,27.427847,92.012,1.772991981,acidic,321.0756519,69.532,15.811,19.3292705
87,13,64,2,17.74,7.38,18.88,19.83,101.4,6.208196881,73.02882766,22,138,195,-0.769765532,97.614,1.066332777,acidic,301.6457378,73.128,3.788,2.091351702
1,26,29,63,17.61,7.04,19.24,18.08,101.4,5.870600622,68.23963161,31,144,202,92.58007368,20.012,1.438952659,acidic,321.4094204,43.484,10.044,59.02811052
69,14,39,110,17.48,6.7,19.59,16.33,101.41,6.334771461,71.4065452,3,136,205,17.84169096,81.8,0.734054259,acidic,288.93434,65.832,3.803,-33.42196356
29,32,30,101,17.34,6.87,20.24,15.14,101.4,5.856575335,69.66256816,28,122,197,66.99548637,51.131,1.428726848,acidic,294.5996027,54.318,12.676,11.60122955
25,3,41,1,17.2,7.04,20.89,13.95,101.4,5.898944282,65.52279323,4,136,204,57.12844135,52.062,1.199138643,acidic,288.829261,33.804,-1.951,66.84316203
86,7,50,26,17.13,7.08,20.78,19.42,101.4,5.775600435,72.24230804,39,145,201,-3.182461608,103.624,1.558098613,acidic,329.4429203,68.208,0.098,-8.672692412
44,25,69,109,17.06,7.12,20.66,24.88,101.4,5.931101816,66.93065667,38,132,197,48.91586867,59.276,1.392616619,acidic,313.6517713,65.104,9.15,-6.579197001
20,6,26,86,16.99,7.16,20.54,30.35,101.4,6.2286454,69.17281221,36,133,198,63.00343756,44.728,1.089914704,acidic,313.5600518,34,-0.298,28.24815634
70,20,52,11,16.92,7.2,20.43,35.82,101.4,5.594240603,70.08200379,25,121,201,19.85459924,78.39,1.676895543,acidic,293.7159684,72.904,6.751,15.47539886
38,29,22,3,16.88,6.93,20.51,27.14,101.41,5.569230319,69.75734306,15,125,199,56.39553139,57.059,1.655075592,acidic,285.6984612,62.022,11.119,51.57279708
81,7,66,107,16.83,6.65,20.59,18.46,101.42,5.93202852,68.66813363,24,140,205,2.589373274,99.235,1.347640107,acidic,313.25242,65.642,-0.017,-43.10044009
45,10,37,11,16.76,6.46,20.84,28.58,101.44,6.423216506,73.23901752,13,132,203,39.1001965,64.818,0.790238024,acidic,293.7962516,50.88,1.332,39.52829474
35,23,39,17,16.69,6.28,21.08,38.71,101.46,6.417500829,67.10439401,5,126,197,56.7551212,50.584,0.69875078,acidic,275.5922506,59.108,7.688,48.3686818
73,8,20,75,16.61,6.32,21.04,37.82,101.46,6.234904253,65.70148216,30,120,200,11.54770357,91.916,1.054132923,acidic,297.464433,63.068,0.216,-18.21044465
85,16,56,40,16.53,6.36,21,36.92,101.47,6.000573725,69.30772897,23,142,197,2.838454206,96.248,1.280238029,acidic,307.7004016,77.028,4.244,-13.79231869
33,42,70,22,16.42,6.47,21.37,25.78,101.48,5.685102769,74.53557341,26,135,203,66.68188532,64.141,1.599913765,acidic,308.9795719,47.302,17.177,45.63932798
52,35,65,61,16.32,6.58,21.74,14.63,101.48,5.662140095,73.28712806,7,126,203,44.32057439,75.934,1.484758513,acidic,281.8634981,64.076,13.61,7.513861582
26,36,25,9,16.26,6.27,21.83,14.55,101.48,6.358186848,66.53946559,32,139,198,72.14310688,53.641,0.953007433,acidic,315.0507308,50.21,13.959,61.53816032
41,1,34,21,16.21,5.96,21.92,14.46,101.47,6.119495295,66.38448261,9,141,202,39.64710348,69.848,1.064276382,acidic,296.8836467,40.844,-3.692,40.58465522
83,39,30,47,16.12,6.1,21.69,14.2,101.48,6.207600783,68.69420397,20,142,196,16.25415921,107.32,1.059743684,acidic,304.0453205,75.632,15.433,-15.10826119
13,6,45,33,16.04,6.25,21.46,13.95,101.48,6.48754639,71.55665483,32,129,201,69.25066903,39.985,0.81467795,acidic,308.5412825,31.418,-0.938,61.03300355
52,24,47,59,15.98,5.82,21.33,13.42,101.49,5.81717753,71.06611222,3,134,199,39.38777756,67.256,1.253137196,acidic,281.9720243,68.9,7.929,9.180166334
37,0,34,43,15.93,5.38,21.2,12.9,101.5,6.325480034,73.01026829,38,138,204,42.03794634,66.734,0.999191951,acidic,324.927836,37.384,-4.208,31.59691951
75,17,58,6,15.87,4.95,21.07,12.37,101.51,5.562790949,67.92204319,14,131,198,13.59459136,87.505,1.659807813,acidic,289.2939537,73.366,4.159,13.62338704
72,36,31,40,15.82,4.72,20.94,11.52,101.51,6.487369687,65.06962486,20,122,204,26.70407503,95.236,0.760793645,acidic,292.6411588,72.808,13.606,0.479112542
46,2,48,11,15.77,4.5,20.81,10.67,101.51,6.116982944,71.18289431,40,126,201,34.52042114,73.46,1.205202701,acidic,313.5818881,43.748,-3.443,39.14513171
66,41,53,66,15.75,4.63,20.58,10.72,101.52,5.695792761,67.03840888,36,128,204,34.91831822,93.539,1.61595016,acidic,313.4870549,64.538,16.178,-7.111522664
39,32,39,91,15.73,4.76,20.34,10.76,101.52,5.734317007,74.40198861,11,132,197,56.01760228,61.708,1.46543234,acidic,286.5140219,59.82,11.802,5.179403417
57,8,40,63,15.83,4.96,19.93,11.5,101.52,6.329499832,65.3973168,0,137,195,27.94153664,77.358,#NAME?,acidic,278.8306499,54.452,0.005,3.88080496
31,4,57,108,15.93,5.17,19.52,12.24,101.53,6.167013532,65.70430027,19,123,200,52.00313995,56.601,1.078817065,acidic,289.1169095,37.082,-1.788,7.288709919
72,28,44,37,15.8,4.5,20.02,11.48,101.54,5.653776058,71.43001582,31,136,197,21.70799684,88.07,1.652567778,acidic,310.0576432,80.116,9.794,0.070995254
36,43,27,64,15.67,3.82,20.51,10.71,101.54,5.840256272,73.34232097,4,134,200,64.67853581,68.636,1.258325407,acidic,283.7881794,47.644,16.875,21.99730371
73,34,59,56,15.84,4.74,20.6,11.98,101.54,5.539980812,68.68895899,39,139,201,24.0822082,94.182,1.789492255,acidic,323.8779866,75.032,12.716,-9.606687697
5,37,69,53,16.02,5.67,20.7,13.26,101.55,5.833302165,70.95666003,8,127,196,93.09866799,34.831,1.331249232,acidic,278.2833115,37.926,14.558,59.21300199
9,30,49,98,16.5,5.9,20.4,13.99,101.56,6.399433771,74.62834921,39,138,203,84.95433016,32.37,0.928327164,acidic,325.1796036,46.64,11.24,31.61149524
29,23,26,27,16.98,6.14,20.09,14.72,101.57,6.138958698,67.3917379,32,120,204,62.99465242,44.292,1.154552067,acidic,302.5972711,55.344,7.929,49.28247863
45,34,37,46,17.33,6.14,20.23,14.46,101.58,5.972850838,65.01095312,12,142,203,52.92880938,67.632,1.239901935,acidic,301.4809956,60.456,13.387,24.49671406
48,17,55,73,17.67,6.15,20.37,14.2,101.59,6.456079585,71.29813872,8,133,195,40.12937226,61.665,0.713599526,acidic,283.3192557,59.066,4.849,6.110558384
14,27,53,95,18.08,6.68,20.34,25.01,101.59,6.336426667,66.13442813,8,139,199,80.17111437,33.864,0.835634398,acidic,291.8354987,51.936,10.07,30.65967156
7,6,56,98,18.49,7.22,20.31,35.82,101.59,6.425419926,65.2982112,21,134,202,76.84735776,32.756,0.837989528,acidic,302.7977939,27.304,-0.205,36.41053664
13,29,65,57,18.97,7.47,19.9,41.91,101.6,6.294395676,71.63437433,40,140,195,81.20312513,33.571,1.041356556,acidic,321.506077,48.926,11.518,49.0096877
70,27,31,17,19.45,7.72,19.48,48,101.6,6.477768039,71.60102999,39,127,202,23.335794,82.676,0.842180065,acidic,314.5344376,79.04,10.744,12.019691
35,4,33,14,19.94,8.13,18.84,39.79,101.6,5.931538447,73.55807954,19,120,195,46.63638409,57.449,1.314354669,acidic,282.2520769,37.946,-0.4,47.93257614
86,31,47,94,20.43,8.54,18.21,31.58,101.61,5.980598579,67.15094741,21,139,201,10.60681052,98.432,1.286970567,acidic,306.186419,81.86,13.453,-41.14528422
13,7,60,96,21.11,8.45,17.32,33.06,101.62,6.389783283,65.90227462,17,136,195,72.12354508,33.505,0.857503584,acidic,294.9728483,28.666,1.684,31.22931761
8,16,32,44,21.79,8.36,16.42,34.54,101.62,5.693287415,70.68098614,33,139,203,80.93780277,20.968,1.618490137,acidic,319.5853012,34.464,6.418,60.79570416
42,7,69,10,22.47,8.26,15.52,36.02,101.62,6.00299607,67.2739864,22,133,201,43.38920272,57.938,1.264812597,acidic,301.8020972,41.764,2.148,44.81780408
69,30,49,6,23.15,8.17,14.63,37.5,101.63,6.372959542,74.03030056,32,130,196,26.80493989,79.011,0.932556027,acidic,305.3610717,71.57,13.879,17.79090983
20,26,42,48,23.62,8.39,13.76,41.39,101.64,5.510924849,74.10225057,37,135,205,74.05154989,30.687,1.808393422,acidic,321.4576474,48.33,12.228,45.76932483
52,3,45,54,24.09,8.61,12.88,45.28,101.65,5.69945282,65.80006004,15,140,195,32.47598799,67.253,1.538216487,acidic,296.089617,40.582,1.08,13.25998199
71,41,28,82,24.51,9.44,12.16,36.76,101.66,5.778594403,73.67984885,39,132,196,31.11603023,86.252,1.548230488,acidic,313.7450161,59.34,20.628,-22.10395466
63,14,25,36,24.92,10.28,11.45,28.24,101.67,6.315586313,66.05911698,40,121,199,27.3531766,65.754,1.003550204,acidic,307.6209104,55.604,7.677,11.18226491
4,20,69,82,25.36,10.09,10.8,49.42,101.67,5.971813006,69.706113,40,132,202,88.8187774,7.337,1.354528362,acidic,319.6802691,31.622,10.796,46.0881661
60,26,29,23,25.8,9.9,10.15,70.59,101.67,5.891195653,66.48490371,29,142,203,36.65801926,62.02,1.409796038,acidic,318.423837,65.14,13.915,20.55452889
54,27,48,86,26.16,10.5,9.66,63.86,101.67,6.129812716,74.08101744,32,121,199,41.78579651,56.51,1.167009446,acidic,299.4908689,62.628,14.802,-7.224305232
83,15,22,70,26.51,11.1,9.18,57.14,101.67,6.313085601,69.8671263,6,140,205,7.77257474,80.11,0.82795359,acidic,295.5191599,64.624,9.186,-26.96013789
27,6,20,66,26.77,10.75,9.08,42.06,101.68,6.053662544,69.81855775,8,120,196,59.31228845,37.055,1.105219319,acidic,272.1375638,27.614,4.576,31.05443268
35,17,70,61,27.03,10.4,8.98,26.97,101.69,5.804799142,74.82144653,34,133,202,55.84171069,35.6,1.506045054,acidic,314.4633594,42.604,9.966,24.05356604
37,44,42,84,26.85,12.3,8.82,34.54,101.7,6.400719746,69.39630398,35,135,199,68.4747392,52.71,0.916012056,acidic,315.2805038,36.096,24.274,12.18110881
12,37,35,82,26.67,14.2,8.66,42.11,101.7,5.953966361,69.30927185,16,145,199,90.04014563,23.12,1.291635403,acidic,304.9677765,30.088,21.582,38.20721844
24,16,58,47,26.84,14.67,8.52,41.74,101.7,5.609255992,74.19664838,8,136,201,66.60467032,23.051,1.55962316,acidic,290.2264792,34.882,11.312,42.24100549
55,30,57,102,27.02,15.14,8.37,41.38,101.71,5.777271492,72.37127689,25,129,195,43.01474462,55.272,1.503297375,acidic,296.24409,58.168,18.545,-15.71138307
21,0,49,67,27.54,14.05,8.2,40.69,101.71,5.682395429,68.8503047,16,130,201,62.76993906,33.265,1.551286397,acidic,292.8776768,17.25,3.16,36.84490859
28,18,61,34,28.06,12.96,8.02,40,101.71,5.863996687,71.03001556,39,129,203,64.38799689,25.748,1.45702012,acidic,316.7047977,38.824,11.778,45.69099533
12,42,29,18,28.17,14.42,7.72,48.57,101.71,6.444373116,69.92107482,38,135,203,92.69978504,26.026,0.87859238,acidic,321.5110612,24.292,24.452,70.02367755
70,7,21,95,28.29,15.89,7.42,57.14,101.71,5.550832178,69.71518491,33,120,205,17.33096302,69.697,1.745266755,acidic,303.9855825,47.758,7.63,-26.41455547
10,12,54,20,28.56,14.86,7.42,61.9,101.71,6.107741788,73.69529586,35,125,204,79.03494083,12.418,1.198812392,acidic,310.0754193,22.964,9.718,69.89141124
32,9,24,35,28.84,13.82,7.43,66.67,101.71,5.620745638,66.57462809,1,132,200,56.95607438,35.356,1.337702818,acidic,278.8345219,31.18,7.799,42.52761157
36,28,26,50,28.85,14.92,7.18,66.67,101.72,6.349875906,69.27779761,39,140,203,61.99044048,35.536,0.979323903,acidic,326.9449131,49.76,17.814,30.21666072
36,14,59,9,28.86,16.01,6.92,66.67,101.72,6.484323189,66.83113717,28,145,202,55.55777257,32.913,0.815743867,acidic,319.7390262,37.334,11.328,51.45065885
40,12,32,8,28.82,16.92,6.84,93.34,101.71,5.838748311,70.31782647,6,128,200,49.88443471,37.396,1.295798926,acidic,280.3871238,37.088,10.716,46.90465206
81,38,20,60,28.78,17.82,6.75,120,101.7,6.29099842,74.10919422,6,139,199,21.15316116,81.576,0.852294438,acidic,289.8036989,61.336,24.103,-21.23275827
60,15,22,21,29.16,16.87,6.45,114.54,101.7,5.638328481,73.06862952,29,122,196,30.9512741,52.641,1.650991741,acidic,294.6468299,49.786,12.313,19.57941114
63,36,60,27,29.55,15.92,6.15,109.09,101.69,6.415555956,66.34234944,37,144,197,39.88653011,64.506,0.914196792,acidic,323.7908892,54.236,22.523,15.59729517
52,13,62,9,29.6,16.01,6.02,98.99,101.68,6.323722572,73.77063744,38,120,197,37.93987251,47.213,0.990464845,acidic,303.1266058,43.614,11.098,33.36880877
12,8,27,94,29.64,16.1,5.88,88.89,101.68,5.757009965,70.75633584,38,141,198,76.08473283,15.01,1.572797937,acidic,322.429907,18.484,8.676,31.77309925
31,0,67,61,30.02,15.32,5.92,90.6,101.67,6.158689406,74.46411148,14,121,203,52.3311777,39.096,1.053474784,acidic,284.7110826,20.172,4.352,28.16076656
70,30,70,71,30.39,14.53,5.96,92.31,101.66,5.733539807,69.92092839,6,125,204,29.22781432,66.789,1.396655514,acidic,280.8134779,63.862,19.024,-14.47627852
77,31,35,36,30.74,14.3,5.86,83.66,101.66,5.908724337,69.44115171,32,138,197,22.85376966,73.95,1.402254249,acidic,313.036107,66.328,19.462,-3.832345513
65,18,62,86,31.08,14.07,5.76,75,101.65,6.361141107,71.40043037,11,124,204,27.99191393,56.011,0.828864577,acidic,285.3527988,55.294,12.9,-17.42012911
42,14,23,36,31.25,13.14,5.68,68.27,101.64,5.96537863,68.42802444,23,138,200,49.61039511,39.082,1.311064423,acidic,306.475765,39.916,10.552,31.47159267
79,43,39,16,31.42,12.22,5.61,61.54,101.62,6.476757723,66.70016285,40,143,201,27.47696743,86.556,0.858084195,acidic,329.1337304,55.544,24.705,4.989951145
84,6,59,36,31.27,14.29,5.5,68.27,101.61,6.224542938,70.42508897,6,142,202,3.264982206,82.297,0.919388945,acidic,294.8571801,52.542,7.066,-11.12752669
52,21,38,58,31.12,16.36,5.38,75,101.6,6.209928251,66.5964488,37,124,195,43.56671024,41.528,1.105891741,acidic,304.0469498,51.032,15.43,11.02106536
58,12,67,35,31.18,15.14,5.38,76.21,101.6,5.841138354,66.00817551,35,134,204,33.1843649,53.382,1.472368433,acidic,317.9887968,45.276,10.442,16.69754735
65,34,69,41,31.24,13.92,5.37,77.42,101.6,6.283818329,53.65742581,119,25,51,39.65751484,65.326,1.12279904,acidic,181.7986728,57.012,20.957,10.40277226
49,25,66,89,31.26,13.96,5.36,66.76,101.6,6.818261383,46.87420883,119,19,55,52.51715823,43.688,0.553361546,neutral,179.972783,53.996,16.476,4.437737351
32,39,68,0,31.28,14.01,5.35,56.1,101.59,6.37620108,57.04147057,105,30,50,74.48670589,39.543,1.038112393,acidic,171.5633408,35.478,23.499,62.88755883
1,11,67,3,31.31,14.06,5.33,45.44,101.58,6.581587932,57.95826144,114,8,50,91.30934771,3.588,0.708773766,neutral,160.9071116,15.952,9.525,92.11252157
4,11,38,87,31.33,14.1,5.32,34.78,101.58,6.932739726,41.87540028,93,22,52,91.52891994,6.25,0.434500097,neutral,154.3529178,17.436,9.544,51.93737992
30,45,60,40,31.06,14.37,5.51,57.66,101.57,6.140099215,49.11618732,80,26,55,81.02376254,42.451,1.223179784,acidic,146.7980695,28.534,26.595,47.2651438
67,43,21,37,30.79,14.64,5.7,80.55,101.56,6.467095849,57.79652846,85,27,45,41.23069431,74.152,0.926086714,acidic,144.9269671,49.132,25.646,9.161041462
89,19,49,77,30.52,14.92,5.88,103.43,101.55,6.849471704,59.46338556,85,22,53,6.843322888,76.336,0.506868476,neutral,147.0946302,68.22,13.704,-33.33901567
63,28,44,49,30.25,15.19,6.07,126.32,101.54,6.512196212,54.60159289,82,22,45,38.25868142,58.537,0.856913709,neutral,137.4585373,62.318,18.255,8.119522133
24,33,20,104,30.17,15.49,6.1,112.92,101.53,6.039584629,44.07843475,118,13,54,81.85431305,27.257,1.295080365,acidic,172.2277092,37.782,20.866,22.77646958
70,6,52,10,30.08,15.79,6.12,99.52,101.52,6.057697106,57.72799157,83,25,53,19.61840169,69.267,1.309045346,acidic,147.240388,45.738,7.48,19.68160253
37,23,37,91,30,16.09,6.15,86.13,101.51,6.423898762,53.78929956,86,15,47,61.89714009,30.587,0.907326228,acidic,136.6967291,46.202,16.091,13.36321013
45,30,52,46,29.92,16.39,6.18,72.73,101.5,6.936997681,57.57343233,101,10,47,56.63131353,43.207,0.36975812,neutral,147.5558984,51.166,19.702,26.7279703
65,34,44,97,30.16,14.78,6.15,71.66,101.49,6.251286661,40.794305,119,9,50,41.996139,65.504,1.055145846,acidic,166.5759007,57.464,21.067,-13.7382915
1,44,37,55,30.41,13.17,6.13,70.59,101.48,6.190015912,43.08961827,104,17,46,110.5430763,17.011,1.174880373,acidic,155.5330111,15.77,25.429,70.57311452
88,22,69,72,30.46,13.2,5.99,67.94,101.47,6.681606702,44.22066914,95,12,51,12.35886617,77.55,0.629089089,neutral,146.3771247,71.152,14.483,-25.26620074
63,37,28,83,30.51,13.22,5.85,65.3,101.46,6.51075991,57.74091817,102,14,52,42.19681637,66.896,0.820518732,neutral,155.8575319,53.536,22.033,-9.822275451
9,23,46,73,30.56,13.25,5.71,62.65,101.44,6.770278088,57.44942094,109,21,55,89.29711581,6.935,0.602575625,neutral,171.7391947,32.418,15.087,49.26517372
56,33,40,24,30.61,13.28,5.57,60,101.43,6.429788073,58.79889057,81,18,50,47.06922189,57.074,0.907491718,acidic,136.8008517,53.8,20.141,26.36033283
20,5,61,39,30.65,13.14,5.52,62.65,101.42,6.209888345,44.20656987,103,17,51,72.00268603,26.322,1.143723325,acidic,158.5469218,19.788,6.1,59.23802904
14,11,66,6,30.69,13,5.48,65.3,101.4,6.419052193,59.65590798,105,14,50,77.9248184,16.18,0.919047274,acidic,157.1933365,22.784,9.056,77.10322761
80,31,30,41,30.73,12.87,5.44,67.94,101.39,6.237861736,49.48575692,97,8,52,23.97084862,77.231,1.032429144,acidic,145.2665032,67.778,19.016,-3.345727076
72,44,23,73,30.77,12.73,5.39,70.59,101.38,6.762471629,56.45229202,120,19,49,37.0925416,80.479,0.621539413,neutral,176.1337301,50.766,25.475,-13.43568761
86,25,48,106,30.68,13.74,5.08,79.74,101.38,6.612847999,40.12650421,95,16,55,16.95069916,76.862,0.719065244,neutral,153.1289936,72.316,16.472,-39.03795126
29,38,47,108,30.59,14.74,4.77,88.89,101.37,6.704688865,46.05122728,83,29,52,79.35875454,34.952,0.678800407,neutral,150.4932822,34.368,23.465,15.18463182
61,11,43,16,30.66,13.45,4.9,72.35,101.36,6.049609892,46.85176955,83,9,45,33.65964609,57.585,1.231330378,acidic,126.4347269,45.73,9.41,28.94446914
70,18,31,103,30.72,12.16,5.04,55.81,101.36,6.762030215,48.32113628,91,21,50,27.82377274,61.128,0.602305679,neutral,149.7334212,57.6,12.352,-23.99634088
24,3,54,46,30.84,12.24,5.18,61.24,101.35,6.65398725,57.23028471,116,5,54,64.49994306,31.812,0.583417156,neutral,163.4577911,19.696,4.842,47.83091459
8,11,69,44,30.95,12.32,5.31,66.67,101.35,6.738030547,55.29563514,112,28,54,84.84787297,11.086,0.668141386,neutral,180.2166214,19.784,8.835,65.41130946
63,21,29,51,30.94,12.15,5.16,58.22,101.34,6.095689937,48.45978627,88,29,51,36.26004275,54.155,1.295590764,acidic,154.266983,57.198,13.812,8.962064119
63,7,60,110,30.94,11.98,5.01,49.78,101.32,6.538006356,48.01138482,118,15,45,29.39472304,63.724,0.829200878,neutral,167.1766044,43.112,6.789,-20.40341545
21,36,25,110,30.94,11.82,4.86,41.33,101.31,6.377427122,54.82963379,92,21,48,84.57607324,28.286,0.992083878,acidic,148.864199,33.024,21.27,19.55110986
